objectid,title,creator,creatorinterview,subject,signature,date,description,condition,scopeandcontents,provenance,source,identifier,relation,type,media,format,size,rights,rightsstatement,fileid,object_location,image_small,image_thumb,Location,Collection.Number,row_number,filename_nopath,filename_ArtMuseum,id_DRDS,fileme_DRDS
little_000220,Buffalo Kachina dancer,"Myron, Percy",,,Percy Myron,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.154 PMyron,NA,Image,Gouache (paint); Mat board,image/jpg,image: 16.5 x 10 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.154 PMyron.jpg,/objects/little_000220.jpg,/objects/small/little_000220_sm.jpg,/objects/thumbs/little_000220_th.jpg,Recto LR,08.O.154,220,MyronP 08.154.jpg,ArtistM-Sm/MyronP 08.154.jpg,220,little_000220.jpg
,Ceremonial figure with fan and star quilt,"Ridgely, Eugene, Jr.",,,Eugene Ridgely Jr 89,1989,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.155 ERidgely Jr.,NA,Image,Acrylic paint; Canvas (textile material),image/jpg,image: 29.5 x 14.5 in.; framed: 36 x 21 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.155 ERidgely Jr. .jpg,,/objects/small/little_000221_sm.jpg,/objects/thumbs/little_000221_th.jpg,Recto LR,08.O.155,221,NA,NA,NA,
little_000222,Fighting cock feather dance,"Shorty, H. Ron",,,H.R. Shorty,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.157 HRShorty,NA,Image,Watercolor (paint),image/jpg,image: 12 x 18.25 in.; framed: 19.25 x 25.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.157 HRShorty.jpg,/objects/little_000222.jpg,/objects/small/little_000222_sm.jpg,/objects/thumbs/little_000222_th.jpg,Recto LR,08.O.157,222,ShortyHR 08.157.jpg,ArtistM-Sm/ShortyHR 08.157.jpg,222,little_000222.jpg
little_000223,Navajo eagle dancer,"Cleveland, Fred",,Navajo (culture or style);,Fred Cleveland,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.158 FCleveland,NA,Image,Oil paint (paint); Cardboard,image/jpg,image: 17.75 x 13.5 in.; framed: 19.75 x 15.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.158 FCleveland.jpg,/objects/little_000223.jpg,/objects/small/little_000223_sm.jpg,/objects/thumbs/little_000223_th.jpg,Recto LR,08.O.158,223,ClevelandF 08.158.jpg,ArtistA-G/ClevelandF 08.158.jpg,223,little_000223.jpg
little_000224,Southwest turquoise,"Harvey, Anderson",,,A. Harvey,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.159 AHarvey,NA,Image,Acrylic paint; Canvas (textile material),image/jpg,image: 19.5 x 15.5 in.; framed: 27.25 x 23.25 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.159 AHarvey.jpg,/objects/little_000224.jpg,/objects/small/little_000224_sm.jpg,/objects/thumbs/little_000224_th.jpg,Recto LL,08.O.159,224,HarveyA 08.159.jpg,ArtistH-L/HarveyA 08.159.jpg,224,little_000224.jpg
little_000225,Vision shield,"Larsen, Mike",https://dc.library.okstate.edu/digital/collection/ona/id/17/rec/71,,Larsen,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.16 MLarsen,NA,Image,Oil paint (paint); Canvas (textile material),image/jpg,image: 4.5 x 6.5 in.; framed: 10.75 x 12.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.16 MLarsen.jpg,/objects/little_000225.jpg,/objects/small/little_000225_sm.jpg,/objects/thumbs/little_000225_th.jpg,Recto LR,08.O.16,225,LarsenM 08.16.jpg,ArtistH-L/LarsenM 08.16.jpg,225,little_000225.jpg
little_000226,Profile of old Navajo man,"Sandoval, Sammy",,,Sammy Sandoval 82,1982,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.161 SSandoval,NA,Image,Pen and ink drawings,image/jpg,image: 14 x 11.5 in.; framed: 20.5 x 18 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.161 SSandoval.jpg,/objects/little_000226.jpg,/objects/small/little_000226_sm.jpg,/objects/thumbs/little_000226_th.jpg,Recto LR,08.O.161,226,SandovalS 08.161.jpg,ArtistM-Sm/SandovalS 08.161.jpg,226,little_000226.jpg
little_000227,Two hunters stalking buffaloes,"Two Bulls, Loren",,,Loren Two Bulls,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.162 LTwo Bulls,NA,Image,Acrylic paint; Cardboard,image/jpg,image: 15.25 x 19.25 in.; framed: 18.75 x 22.75 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.162 LTwo Bulls.jpg,/objects/little_000227.jpg,/objects/small/little_000227_sm.jpg,/objects/thumbs/little_000227_th.jpg,Recto LR,08.O.162,227,Two BullsL 08.162.jpg,ArtistSn-Z/Two BullsL 08.162.jpg,227,little_000227.jpg
little_000228,Burial site,"Redbird, Robert",https://dc.library.okstate.edu/digital/collection/ona/id/92/rec/99,Kiowa (culture or style); Kiowa Tribe,Robert Red Bird,1983,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.163 RRed Bird,NA,Image,Watercolor (paint),image/jpg,image: 12 x 10 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.163 RRed Bird.jpg,/objects/little_000228.jpg,/objects/small/little_000228_sm.jpg,/objects/thumbs/little_000228_th.jpg,Recto LR,08.O.163,228,Red BirdR 08.163.jpg,ArtistM-Sm/Red BirdR 08.163.jpg,228,little_000228.jpg
little_000229,Alone,"Stroud, Virginia",,Cherokee (culture or style); Creek (culture or style); Cherokee Nation; Muscogee (Creek) Nation,Virginia A. Stroud 1977,1977,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.17 VStroud,NA,Image,Gouache (paint),image/jpg,image: 14.5 x 9.5 in.; framed: 20 x 15 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.17 VStroud.jpg,/objects/little_000229.jpg,/objects/small/little_000229_sm.jpg,/objects/thumbs/little_000229_th.jpg,Recto CR,08.O.17,229,StroudV 08.17.jpg,ArtistSn-Z/StroudV 08.17.jpg,229,little_000229.jpg
little_000230,Portrait of woman (Secondine),"Secondine, Donald Henry, Jr.",,Delaware; Cherokee (culture or style); Delaware Nation; Cherokee Nation,Sagundai '82,1982,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.19 DSecondine,NA,Image,Gouache (paint); Paper (fiber product),image/jpg,image: 5.75 x 3.75 in.; framed: 12.5 x 10.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.19 DSecondine.jpg,/objects/little_000230.jpg,/objects/small/little_000230_sm.jpg,/objects/thumbs/little_000230_th.jpg,Recto CR,08.O.19,230,SecondineD 08.19.jpg,ArtistM-Sm/SecondineD 08.19.jpg,230,little_000230.jpg
little_000231,Eagle Kachina dancer (Yazzie),"Yazzie, Raymond",,Navajo (culture or style);,R. Yazzie 98,1998,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.2 RaYazzie,NA,Image,Mixed media,image/jpg,image: 15.5 x 11.75 in.; framed: 20.5 x 16.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.2 RaYazzie.jpg,/objects/little_000231.jpg,/objects/small/little_000231_sm.jpg,/objects/thumbs/little_000231_th.jpg,Recto LR,08.O.2,231,YazzieRa 08.2.jpg,ArtistSn-Z/YazzieRa 08.2.jpg,231,little_000231.jpg
little_000232,Robe painter,"Worthington, Lionel",,Choctaw (culture or style); Chickasaw (culture or style); Choctaw Nation; Chickasaw Nation,Lionel Worthington -79-,1979,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.20 LWorthington,NA,Image,Watercolor (paint); Mat board,image/jpg,image: 24 x 28.25 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.20 LWorthington.jpg,/objects/little_000232.jpg,/objects/small/little_000232_sm.jpg,/objects/thumbs/little_000232_th.jpg,Recto LR,08.O.20,232,WorthingtonL 08.20.jpg,ArtistSn-Z/WorthingtonL 08.20.jpg,232,little_000232.jpg
,Stomp dancer (Joshua),"Joshua, Lee",,Creek (culture or style); Seminole; Muscogee (Creek) Nation; Seminole Nation of Oklahoma,Joshua 2000,2000,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.21 LJoshua,NA,Image,Watercolor (paint),image/jpg,image: 10 x 7.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.21 LJoshua .jpg,,,,Recto LR,08.O.21,233,NA,NA,NA,
,Ballsticks,"Joshua, Lee",,Creek (culture or style); Seminole; Muscogee (Creek) Nation; Seminole Nation of Oklahoma,Joshua '99,1999,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.22 LJoshua,NA,Image,Watercolor (paint),image/jpg,image: 13.25 x 7 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.22 LJoshua .jpg,,,,Recto LR,08.O.22,234,NA,NA,NA,
little_000235,"Wondering, thinking of loved ones","June, Jack",,,J. June,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.23 JJune,NA,Image,Mixed media; Mat board,image/jpg,image: 5 x 8.5 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.23 JJune.jpg,/objects/little_000235.jpg,/objects/small/little_000235_sm.jpg,/objects/thumbs/little_000235_th.jpg,Recto LR,08.O.23,235,JuneJ 08.23.jpg,ArtistH-L/JuneJ 08.23.jpg,235,little_000235.jpg
little_000236,Navajo man riding horse in desert (Yazzie),"Yazzie, Charley",,,Charley Singer,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.25 CYSinger,NA,Image,Tempera; Paper (fiber product),image/jpg,image: 15.5 x 19.5 in.; framed: 18.5 x 22.5 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.25 CYSinger.jpg,/objects/little_000236.jpg,/objects/small/little_000236_sm.jpg,/objects/thumbs/little_000236_th.jpg,Recto LR,08.O.25,236,SingerCY 08.25.jpg,ArtistM-Sm/SingerCY 08.25.jpg,236,little_000236.jpg
little_000237,Fancy dancer (High Eagle),"High Eagle, Jerry",,,High Eagle,,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.26 JHigh Eagle,NA,Image,Pastel (material),image/jpg,image: 18.25 x 12 in.; framed: 27.25 x 21 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.26 JHigh Eagle.jpg,/objects/little_000237.jpg,/objects/small/little_000237_sm.jpg,/objects/thumbs/little_000237_th.jpg,Recto LR,08.O.26,237,High EagleJ 08.26.jpg,ArtistH-L/High EagleJ 08.26.jpg,237,little_000237.jpg
little_000238,Kachina holding watermelon and corn,"Honimptewa, Waylan",,Hopi (culture or style);,"""Honimptewa"" Hopi ",,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.27 WHonimptewa,NA,Image,Watercolor (paint); Paper (fiber product),image/jpg,image: 9.5 x 7.5 in.; framed: 18 x 15 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.27 WHonimptewa.jpg,/objects/little_000238.jpg,/objects/small/little_000238_sm.jpg,/objects/thumbs/little_000238_th.jpg,Recto LR,08.O.27,238,HonimptewaW 08.27.jpg,ArtistH-L/HonimptewaW 08.27.jpg,238,little_000238.jpg
little_000239,Woman with blue umbrella,"Ahtone Harjo, Marcelle Sharron",https://dc.library.okstate.edu/digital/collection/ona/id/173/rec/51,Kiowa (culture or style); Kiowa Tribe,Ahtone Harjo '80,1980,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.30 SAHarjo,NA,Image,Gouache (paint),image/jpg,image: 14.25 x 12 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.30 SAHarjo.jpg,/objects/little_000239.jpg,/objects/small/little_000239_sm.jpg,/objects/thumbs/little_000239_th.jpg,Recto LC,08.O.30,239,HarjoSA 08.30.jpg,ArtistH-L/HarjoSA 08.30.jpg,239,little_000239.jpg
little_000240,Reunion of the straight dance,"Haury, Donald L.",,Kiowa (culture or style); Kiowa Tribe,D. Haury Kiowa -78,1978,,NA,"The Charles Little Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork depicts the Plains and Southwest, spanning from the 1930s to the present day. Charles Little collected the majority of this collection's artwork from the Red Earth Festival.",NA,"Charles Little Collection, Oklahoma State University Museum of Art",08.31 DLHaury,NA,Image,Tempera; Mat board,image/jpg,image: 20 x 12 in.;,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",http://rightsstatements.org/vocab/InC/1.0/,08.31 DLHaury.jpg,/objects/little_000240.jpg,/objects/small/little_000240_sm.jpg,/objects/thumbs/little_000240_th.jpg,Recto LR,08.O.31,240,HauryDL 08.31.jpg,ArtistH-L/HauryDL 08.31.jpg,240,little_000240.jpg
